Concept URI,Concept URN,prefLabel,altLabel,Definition,Concept version,Deprecated,Version date and time
http://vocab.nerc.ac.uk/collection/L05/current/103/,SDN:L05::103,radiosondes,"","A balloon-borne package equipped with a radio transmitter and meteorological sensors typically measuring temperature, pressure, and humidity.",1,false,2007-11-20 09:34:40.0
http://vocab.nerc.ac.uk/collection/L05/current/382/,SDN:L05::382,atmospheric gas analysers,"",In-situ instruments that can determine the proportion of one or more gaseous components of the atmosphere.,1,false,2010-09-15 10:38:47.0
http://vocab.nerc.ac.uk/collection/L05/current/363/,SDN:L05::363,1000 Hz top-bandwidth single-channel seismic reflection systems,"",An energy source with a frequency up to 1000 Hz (sampling interval ranging from 2-0.5 msec) plus a single string of towed hydrophones (streamer) that determine geologic structure by detecting waves reflected by subsurface layers.,1,false,2010-02-19 11:52:56.0
http://vocab.nerc.ac.uk/collection/L05/current/159/,SDN:L05::159,magnetometers,"",Instrument that makes measurements of the Earth's magnetic field.,2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/POS08/,SDN:L05::POS08,Decca Navigator System HiFix receivers,Decca HiFix,"{
  ""frequency"": ""1.6MHz"",
  ""mode"": ""hyperbolic"",
  ""range"": ""under 100km"",
  ""accuracy"": ""better than 10m: maximum accuracy at 50km range is 1.5m"",
  ""operating"": ""1962 to 2000"",
  ""notes"": ""Not for general navigation.  Chains usually set up for specific surveys.""
}",3,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/184/,SDN:L05::184,microstructure sensors,"",Fast response sensors sampled at high frequency to determine the distribution of water body properties on a millimetric scale.,2,false,2012-02-23 10:11:31.0
http://vocab.nerc.ac.uk/collection/L05/current/384/,SDN:L05::384,ADVs and turbulence probes,"",ADV is the acronym for acoustic doppler velocimeter. The group includes all in-situ instruments that make high frequency measurements of three-dimensional current velocity in order to determine the extent of turbulence within a water body.,1,false,2010-09-15 10:51:26.0
http://vocab.nerc.ac.uk/collection/L05/current/POS17/,SDN:L05::POS17,Argos doppler-localised transmitters,Argos Doppler,"{
  ""mode"": ""Doppler-derived Argos localisation"",
  ""accuracy"": ""better than 250m (class 3) to worse than 1500m (class 0)""
}",3,false,2015-12-09 11:26:24.0
http://vocab.nerc.ac.uk/collection/L05/current/POS18/,SDN:L05::POS18,Navy Navigation Satellite System receivers,Navsat,"{
  ""mode"": ""Doppler-derived localisation"",
  ""accuracy"": ""better than 10km or 2km if combined with relative water velocity em-log""
}",3,false,2015-12-09 11:26:24.0
http://vocab.nerc.ac.uk/collection/L05/current/POS16/,SDN:L05::POS16,Argos GPS-localised transmitters,Argos GPS,"{
  ""mode"": ""GPS localisation"",
  ""accuracy"": ""better than 100m""
}",3,false,2015-12-09 11:26:24.0
http://vocab.nerc.ac.uk/collection/L05/current/POS10/,SDN:L05::POS10,Automatic Ranging Grid Overlay DM 54 receivers,Argo DM54,"{
  ""frequency"": ""1.6-2MHz"",
  ""mode"": ""hyperbolic"",
  ""range"": ""450km"",
  ""accuracy"": ""4-7m down to 20m at maximum range"",
  ""operational"": ""from 1977 (mid-80s in Europe)"",
  ""notes"": ""Survey positioning system.""
}",3,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/POS07/,SDN:L05::POS07,Sextants,Sextant,"{""notes"": ""Optical instruments that accurately measure the angle between pairs of visible celestial bodies such as the sun, moon or stars. ""}",3,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/POS09/,SDN:L05::POS09,Toran receivers,Toran,"{
  ""frequency"": ""around 2MHz"",
  ""mode"": ""hyperbolic"",
  ""range"": ""150-200km"",
  ""accuracy"": ""better than 20m"",
  ""notes"": ""Mostly used for aircraft.""
}",3,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/POS23/,SDN:L05::POS23,radio tracking systems,radioTracking,"{""notes"": ""Directional radio receivers that determine the location of a mobile radio transmitter (such as a bird or animal tag) by triangulation.""}",3,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/POS13/,SDN:L05::POS13,Rana receivers,Rana,"{
  ""frequency"": ""around 300-400kHz"",
  ""mode"": ""hyperbolic""
}",3,false,2015-12-09 11:27:02.0
http://vocab.nerc.ac.uk/collection/L05/current/POS12/,SDN:L05::POS12,Système leger de measure de distance receivers,Syledis,"{
  ""frequency"": ""420-450MHz"",
  ""mode"": ""hyperbolic or circular"",
  ""range"": ""400km hyperbolic; 75-100km circular"",
  ""accuracy"": ""better than 2m below horizon (10m above horizon)"",
  ""operational"": ""1980s to 1995"",
  ""notes"": ""Navigation and positioning system for the North Sea petroleum industry.""
}",3,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/POS05/,SDN:L05::POS05,Long Range Navigation version C receivers,LORAN C,"{
  ""frequency"": ""70-130kHz"",
  ""mode"": ""hyperbolic"",
  ""range"": ""950kmto 1700km (day): 650km to 1250km (day)"",
  ""operational"": ""1947 to 2010. Maintained as GPS backup in the EU."",
  ""notes"": ""Global navigation based on transmitters in several European countries, Japan, Canada (until 2002-10) and USA (until 2010-02-08).""
}",4,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/POS24/,SDN:L05::POS24,dead reckoning,deadReckoning,"{""notes"": ""The process of estimating current position based upon a previously determined position, or fix, and advancing that position based upon known or estimated speeds over elapsed time, and course.""}",3,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/POS26/,SDN:L05::POS26,Ultra Short Baseline Positioning Systems,USBL,Systems dedicated to the positioning of subsea vehicles such as ROV and AUV. They are based on acoustic transmitted signals between one or several transponders and one acoustic antenna installed on a surface vessel. The transponders are mounted on the underwater vehicle or are fixed on the seafloor. These underwater acoustic positioning systems are coupled with inertial navigation systems.,1,false,2012-11-13 13:38:20.0
http://vocab.nerc.ac.uk/collection/L05/current/POS15/,SDN:L05::POS15,Omega receivers,Omega,"{
  ""frequency"": ""10-14kHz"",
  ""mode"": ""hyperbolic"",
  ""range"": ""up to 15000km"",
  ""accuracy"": ""better than 7.4km"",
  ""operational"": ""1968-1997"",
  ""notes"": ""Global long-range but low accuracy navigation system""
}",3,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/POS06/,SDN:L05::POS06,Marine chronometers,Clock,"{""notes"": ""Timepieces of sufficient precision to allow their use of portable time standards.""}",3,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/POS21/,SDN:L05::POS21,Hyperfix receivers,Hyperfix,"{
  ""frequency"": ""1.6-3.4MHz"",
  ""mode"": ""hyperbolic (usual), circular or combined"",
  ""range"": ""250km (night) to 700km (day)"",
  ""accuracy"": ""up to 0.5-1m"",
  ""operating"": ""until 2000"",
  ""notes"": ""Racal positioning system similar to Decca HiFix based on temporary or permanent transmitter chains comprising a master plus at least two slaves.""
}",4,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/POS22/,SDN:L05::POS22,Trisponder navigation systems,Trisponder,"{
  ""range"": ""80km"",
  ""accuracy"": ""1m (resolution 0.1m)"",
  ""notes"": ""Family of microwave short-range positioning systems with vessel equipment and three shore transponders (master and two slaves) set up specifically for surveys.""
}",4,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/POS19/,SDN:L05::POS19,inertial navigation systems,INS,"{""notes"": ""Systems that determine spatial position using high-accuracy inertial measurements plus input from other sensors such as doppler current sensors to determine platform 3-D location by interpolation between satellite network fixes.""}",4,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/POS11/,SDN:L05::POS11,Trident receivers,Trident,"{
  ""frequency"": ""420-450MHz"",
  ""mode"": ""circular"",
  ""range"": ""150km"",
  ""accuracy"": ""better than 3m"",
  ""notes"": ""Survey positioning system.""
}",3,false,2015-12-09 11:25:50.0
http://vocab.nerc.ac.uk/collection/L05/current/357/,SDN:L05::357,acoustic tracking systems,"",A network of acoustic sensors that determine the location of a sound source by triangulation such as acoustically active float tracking systems.,1,false,2011-02-02 12:45:55.0
http://vocab.nerc.ac.uk/collection/L05/current/MOD03/,SDN:L05::MOD03,Atmosphere models,"",Numerical models the make predictions in the atmosphere assuming that it is a closed system that doesn't interact with the hydrosphere.,1,false,2012-07-16 14:14:53.0
http://vocab.nerc.ac.uk/collection/L05/current/374/,SDN:L05::374,60 Hz top-bandwidth multi-channel seismic reflection systems,"",An energy source with a frequency up to 60 Hz (sampling interval higher than 8 msec) plus a multiple strings of towed hydrophones (streamers) that determine geologic structure by detecting waves reflected by subsurface layers.,1,false,2010-02-19 11:52:56.0
http://vocab.nerc.ac.uk/collection/L05/current/365/,SDN:L05::365,2000 Hz top-bandwidth multi-channel seismic reflection systems,"",An energy source with a frequency up to 2000 Hz (sampling interval ranging from 0.5-0.25 msec) plus a multiple strings of towed hydrophones (streamers) that determine geologic structure by detecting waves reflected by subsurface layers.,1,false,2010-02-19 11:52:56.0
http://vocab.nerc.ac.uk/collection/L05/current/366/,SDN:L05::366,>2000 Hz top-bandwidth multi-channel seismic reflection systems,"",An energy source with a frequency up to >2000 Hz (sampling interval lower than 0.25 msec) plus a multiple strings of towed hydrophones (streamers) that determine geologic structure by detecting waves reflected by subsurface layers.,1,false,2010-02-19 11:52:56.0
http://vocab.nerc.ac.uk/collection/L05/current/364/,SDN:L05::364,1000 Hz top-bandwidth multi-channel seismic reflection systems,"",An energy source with a frequency up to 1000 Hz (sampling interval ranging from 2-0.5 msec) plus a multiple strings of towed hydrophones (streamers) that determine geologic structure by detecting waves reflected by subsurface layers.,1,false,2010-02-19 11:52:56.0
http://vocab.nerc.ac.uk/collection/L05/current/135/,SDN:L05::135,thermistor chains,"",A group of rigidly-mounted temperature sensors sampled by a common data logger held at various depths in the water column.,1,false,2007-11-20 09:34:40.0
http://vocab.nerc.ac.uk/collection/L05/current/116/,SDN:L05::116,lowered current profilers,"","An acoustic doppler current meter lowered and raised vertically from a surface platform, typically a ship.",1,false,2007-11-20 09:34:40.0
http://vocab.nerc.ac.uk/collection/L05/current/395/,SDN:L05::395,clock synchronisers,"",Instruments that coordinate the time or frequency of independent time devices usually across networks.,1,false,2021-04-20 18:54:05.0
http://vocab.nerc.ac.uk/collection/L05/current/376/,SDN:L05::376,sediment surface markers,"",Physical markers that allow changes in the position of the boundary between sediment and air or water by visible comparison against marked graduations in units of measurement of dimension length.,1,false,2010-04-22 15:13:51.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB33/,SDN:L05::LAB33,laboratory autosamplers,"",Laboratory apparatus  that automatically introduces one or more samples with a predetermined volume or mass into an analytical instrument.,1,false,2012-03-01 16:00:54.0
http://vocab.nerc.ac.uk/collection/L05/current/MOD06/,SDN:L05::MOD06,Meteorological models,"","Numerical models that make predictions of weather parameters such as air temperature, pressure, humidity and winds.",1,false,2012-07-16 14:18:04.0
http://vocab.nerc.ac.uk/collection/L05/current/MOD02/,SDN:L05::MOD02,Regional models,"",Numerical models that make predictions within a limited geographic area.,1,false,2012-07-16 14:13:37.0
http://vocab.nerc.ac.uk/collection/L05/current/MMIS/,SDN:L05::MMIS,multi-frame imaging sonar,"","High-frequency (>1 MHz), possibly multiple frequency, active sonar systems that provide images approaching the same quality as optical video cameras. They may be deployed in many ways including hand-held by divers, attached to profiling instruments, AUVs and ROVs, towed fish or moorings.  They have many scientific, commercial and military applications including observation and identification of fish, seabed characterisation, underwater vessel inspections and mine detection. Examples of this type of system are DIDSON (Dual-frequency IDentification SONar) and LIMIS (Limpet Mine Imaging Sonar).  Any instrument that may be considered the underwater acoustic equivalent of an optical video camera belongs in this category.",1,false,2013-02-18 08:17:53.0
http://vocab.nerc.ac.uk/collection/L05/current/FFES/,SDN:L05::FFES,Fish-finder echosounders,"",Instruments primarily designed to detect shoals of fish through transmission and reception of acoustic signals.  They are often optimised for this purpose through the use of multiple frequencies.,1,false,2011-11-26 15:02:06.0
http://vocab.nerc.ac.uk/collection/L05/current/383/,SDN:L05::383,metal analysers,"","In-situ instruments that can determine the total, dissolved or particulate concentration of one or more metallic elements (including trace metalloids like arsenic) in a water body.",1,false,2010-09-15 10:41:46.0
http://vocab.nerc.ac.uk/collection/L05/current/305/,SDN:L05::305,scatterometers,"",Sensors that measure the reflection or scattering effect produced while scanning the surface of the earth. Primarily used to measure near surface winds over the oceans.,1,false,2007-11-20 09:03:34.0
http://vocab.nerc.ac.uk/collection/L05/current/50/,SDN:L05::50,sediment grabs,"",A device that collects a sample of surface sediment including manually deployed equipment like a shovel or bucket.,1,false,2007-11-20 08:50:03.0
http://vocab.nerc.ac.uk/collection/L05/current/13/,SDN:L05::13,aerosol samplers,"",A device that collects a sample of aerosol (dry particles or liquid droplets) from the atmosphere.,2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB47/,SDN:L05::LAB47,thermal ionisation mass spectrometers,TIMS,"Instruments that measure isotopic ratios using thermal ionisation. Purified samples are heated to cause ionisation of atoms. 
Subsequently, ions are focused into a beam by an electromagnet and then separated into individual beams based on their mass/charge ratio.",1,false,2016-03-10 06:44:44.0
http://vocab.nerc.ac.uk/collection/L05/current/371/,SDN:L05::371,60 Hz top-bandwidth single-channel seismic reflection systems,"",An energy source with a frequency up to 60 Hz (sampling interval higher than 8 msec) plus a single string of towed hydrophones (streamer) that determine geologic structure by detecting waves reflected by subsurface layers.,1,false,2010-02-19 11:52:56.0
http://vocab.nerc.ac.uk/collection/L05/current/372/,SDN:L05::372,2000 Hz top-bandwidth single-channel seismic reflection systems,"",An energy source with a frequency up to 2000 Hz (sampling interval ranging from 0.5-0.25 msec) plus a single string of towed hydrophones (streamer) that determine geologic structure by detecting waves reflected by subsurface layers.,1,false,2010-02-19 11:52:56.0
http://vocab.nerc.ac.uk/collection/L05/current/373/,SDN:L05::373,>2000 Hz top-bandwidth single-channel seismic reflection systems,"",An energy source with a frequency up to >2000 Hz (sampling interval lower than 0.25 msec) plus a single string of towed hydrophones (streamer) that determine geologic structure by detecting waves reflected by subsurface layers.,1,false,2010-02-19 11:52:56.0
http://vocab.nerc.ac.uk/collection/L05/current/58/,SDN:L05::58,continuous air samplers,"","A device that continuously supplies a flow of air either to an analytical instrument, over a sensor or from which discrete samples may be drawn.",2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/999/,SDN:L05::999,unknown,"",The correct value is not known to and not computable by the creator of this information. However a correct value probably exists.,1,false,2007-11-20 08:50:03.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB24/,SDN:L05::LAB24,gel permeation chromatographs,"",Instruments that separate components in aqueous or organic solution based on molecular size generally for molecular weight determination.,1,false,2008-01-10 16:10:12.0
http://vocab.nerc.ac.uk/collection/L05/current/EXLH/,SDN:L05::EXLH,high penetration low resolution explosives,"",Groups all explosives that allows high penetration but low resolution surveys.,2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/183/,SDN:L05::183,acoustic backscatter sensors,"",Instrument that measures the amount of sound energy transmitted into the water column returned to the instrument.,1,false,2007-11-20 09:34:40.0
http://vocab.nerc.ac.uk/collection/L05/current/MOD07/,SDN:L05::MOD07,Physical oceanographic models,"","Numerical models that make predictions of physical oceanographic parameters such as water body temperature, salinity, currents and waves.",1,false,2012-07-16 14:19:02.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB43/,SDN:L05::LAB43,plate readers,"","Laboratory instruments detect biological, chemical or physical events in samples held in multiple (typically 6, 24, 96, 384 or 1536) wells arranged in a matrix in a flat plate. Samples in the plate wells are simultaneously assayed optically using techniques such as spectrophotometry or spectrofluorometry.",1,false,2015-02-03 10:32:36.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB25/,SDN:L05::LAB25,X-ray fluorescence analysers,"",Instruments that identify and quantify the elemental constituents of a sample from the spectrum of electromagnetic radiation emitted by the atoms in the sample when excited by X-ray radiation.,1,false,2008-01-10 16:10:12.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB18/,SDN:L05::LAB18,nuclear magnetic resonance spectrometers,"",Instruments that identify and quantify magnetically active chemical entities by subjecting a sample to orthogonal magnetic and electrical fields.,1,false,2008-01-10 16:10:12.0
http://vocab.nerc.ac.uk/collection/L05/current/12/,SDN:L05::12,fog samplers,"",A device that condenses a sample of fog from the atmosphere.,2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/53/,SDN:L05::53,rock corers,"",A device that extracts rock either by chipping or drilling.,3,false,2018-09-20 10:24:53.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB19/,SDN:L05::LAB19,gas chromatograph mass spectrometers,"","Instruments separating gases, volatile substances or substances dissolved in a volatile solvent by transporting an inert gas through a column packed with a sorbent to a detector for assay by a mass spectrometer.",1,false,2008-01-10 16:10:12.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB40/,SDN:L05::LAB40,Volume measures,"","Pieces of apparatus that determine the volume of a liquid sample or dispense measured volumes of liquid. Includes devices covering a wide range of sophistication from measuring cylinders, syringes and manual pipettes through to programmable electronic instruments.",1,false,2012-11-29 15:53:17.0
http://vocab.nerc.ac.uk/collection/L05/current/21/,SDN:L05::21,plankton recorders,"","A device that continuously samples a flow of water, separating and fixing plankton for subsequent identification and counting.",2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/124/,SDN:L05::124,transmissometers,"",Systems that measure the attenuation of electromagnetic radiation by the water column. Includes human observer plus Secchi Disk.,1,false,2007-11-20 09:34:40.0
http://vocab.nerc.ac.uk/collection/L05/current/301/,SDN:L05::301,satellite positioning systems,"",A network of statellites that generate signals that allow a receiver to determine its position such as GPS.,1,false,2007-11-20 09:03:34.0
http://vocab.nerc.ac.uk/collection/L05/current/82/,SDN:L05::82,in-situ incubators,"",A rig that allows water samples to be retained from where they were collected whilst physically separated from their surroundings.  Includes small-scale incubation rigs and mesocosms.,1,false,2008-01-10 15:47:47.0
http://vocab.nerc.ac.uk/collection/L05/current/63/,SDN:L05::63,passive fishing gear,"",Apparatus where capture is based on the movement of the target species towards the gear (e.g. creels and fish traps).,1,false,2010-07-30 10:22:48.0
http://vocab.nerc.ac.uk/collection/L05/current/65/,SDN:L05::65,gill nets,"","Nets drifting in the sea or standing on the sea floor in which fish become entangled, usually through their gill covers.",1,false,2011-08-26 14:52:51.0
http://vocab.nerc.ac.uk/collection/L05/current/70/,SDN:L05::70,fish aggregating devices,FAD,"Any kind of permanent, semi-permanent or temporary structure designed to attract fishes (specially tunas) and used in ocean purse seine fisheries. FADs can be moored or drifting devices and consist of surface or sub-surface buoys or floats to which underwater ropes, lines or chains can be attached. The most sophisticated type can be equipped with an echo sounder to estimate the biomass under it, a GPS to locate the device, and either a VHF, Immarsat or Iridium connection to periodically send the information to the vessel which owns it.",3,false,2019-09-04 10:01:22.0
http://vocab.nerc.ac.uk/collection/L05/current/59/,SDN:L05::59,sampling extent markers,"",Devices that label the region within which sampling is to be confined such as permanent quadrats and location markers.,2,false,2014-06-05 09:44:31.0
http://vocab.nerc.ac.uk/collection/L05/current/370/,SDN:L05::370,geothermometers,"",Instruments carrying a sensor that determines the temperature (degree of hotness) within geological units.,3,false,2010-11-18 11:35:46.0
http://vocab.nerc.ac.uk/collection/L05/current/313/,SDN:L05::313,bird detection radars,"","X-band and S-band radar systems developed for the detection, tracking and counting of birds in flight.",2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB15/,SDN:L05::LAB15,inductively-coupled plasma mass spectrometers,"",Instruments that pass nebulised samples into an inductively-coupled gas plasma (8-10000 K) where they are atomised and ionised. Ions of specific mass-to-charge ratios are quantified in a quadrupole mass spectrometer.,1,false,2008-01-10 16:10:12.0
http://vocab.nerc.ac.uk/collection/L05/current/ATRANS/,SDN:L05::ATRANS,atmospheric transparency quantifiers,"","Instruments that quantify the degree of scattering and absorption of light passing through the atmosphere, including instruments that quantify aerosol and particulate concentrations (e.g. black carbon) and instruments measure meteorological visibility.",1,false,2013-04-23 12:49:23.0
http://vocab.nerc.ac.uk/collection/L05/current/57/,SDN:L05::57,manual rock samplers,"","A simple tool like a hammer, saw or even just a hand for the collection of rock samples.",2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/378/,SDN:L05::378,sediment profile imagers,"","Devices that provide in-situ still or video images of a section including bottom water, the undisturbed sediment-water interface and the upper sediment layers.",1,false,2010-04-22 15:18:44.0
http://vocab.nerc.ac.uk/collection/L05/current/VSHC/,SDN:L05::VSHC,Vaporchoc,"",A marine seismic energy source in which a quantity of superheated steam under high pressure is iniected into water. Subsequent condensation of the steam attenuates bubble oscillation.,1,false,2010-10-18 13:23:56.0
http://vocab.nerc.ac.uk/collection/L05/current/121/,SDN:L05::121,satellite tracking system,"",A network of satellites that determines the position of a transponder by triangulation such as Argos. Generally used to track surface buoys for the determination of Lagrangian currents.,2,false,2016-03-10 06:50:01.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB45/,SDN:L05::LAB45,ion chromatography analysers,"","Instruments that use ion chromatography to separate ions and polar molecules based on their affinity 
to an ion exchanger resin. 
Sample solutions pass through a pressurized chromatographic column where ions 
are absorbed by the resin and subsequently eluted using an ion extraction liquid. 
The retention time of different species determines the ionic concentrations in the sample.",1,false,2016-02-01 17:45:05.0
http://vocab.nerc.ac.uk/collection/L05/current/AQPL/,SDN:L05::AQPL,Aquapulse,"",A marine seismic source where a propane-oxygen mixture is exploded inside a steel cylinder.,1,false,2010-10-18 13:23:56.0
http://vocab.nerc.ac.uk/collection/L05/current/ARAG/,SDN:L05::ARAG,airgun array,"",A marine seismic source where multiple airguns of different sizes are tuned so that  a broader frequency spectrum will be generated.,1,false,2010-10-18 13:23:56.0
http://vocab.nerc.ac.uk/collection/L05/current/394/,SDN:L05::394,Pinger sub-bottom profilers,"","Marine seismic sources that send sound pulses into the sub-sea floor sediments. The sound pulses bounce off the sea floor and subsequent buried sediment layers according to differences in their acoustic impedance (hardness) and in turn, their density. Pingers are single channel, high frequency systems that typically operate between 2 kHz to 20 kHz.",1,false,2020-06-25 09:10:37.0
http://vocab.nerc.ac.uk/collection/L05/current/BOMR/,SDN:L05::BOMR,Boomer,"","A marine seismic energy source in which capacitors are charged to high voltage and then discharged through a transducer in the water. The transducer consists of a flat coil with a spring-loaded aluminium plate. Eddy currents force the plates to separate sharply, producing a low pressure region between the plates into which the water rushes generating a pressure wave by implosion.",1,false,2010-10-18 13:23:56.0
http://vocab.nerc.ac.uk/collection/L05/current/GIAG/,SDN:L05::GIAG,GI-gun,"","A marine seismic source where a pair of conventional airguns (one, the generator, fires in the conventional manner; the second, known as the injector) fires some milliseconds later to prevent bubble from collapsing. Could be used in true GI mode (volume of injector twice of volume of generator), harmonic mode (same volume of generator and injector) or true airgun (no delay between generator and injector).",1,false,2010-10-18 13:23:56.0
http://vocab.nerc.ac.uk/collection/L05/current/MVBR/,SDN:L05::MVBR,marine vibroseis,"",A marine seismic source generating sweeps of controlled varying frequency (from a few Hz to hundreds of Hz) and duration.,1,false,2010-10-18 13:23:56.0
http://vocab.nerc.ac.uk/collection/L05/current/FLXS/,SDN:L05::FLXS,Flexichoc,"",An implosive energy source for marine shooting. Two plates are separated by compressed air until they lock into position. The air between them is then pumped out creating a vacuum. On the signal the plates are unlocked and the water pressure forces them together creating a shock wave in the water.,1,false,2010-10-18 13:23:56.0
http://vocab.nerc.ac.uk/collection/L05/current/EXHL/,SDN:L05::EXHL,high resolution low penetration explosives,"",Groups all explosives that allows high resolution but low penetration surveys.,2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/FLXT/,SDN:L05::FLXT,Flexotir,"",A seismic method for marine shooting whereby small charges are propelled through a rubber hose by water under pressure into a steel cage where they are detonated. Holes in the cage allow the water repelled by the explosion to flow out and in thus dissipating some of the energy in the bubble effect.,2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/CHRP/,SDN:L05::CHRP,Chirp,"","Chirp systems emit a 'swept-frequency signal', meaning that the transmitted signal is emitted over a period of time and over a set range of frequencies. This repeatable (transmitted) waveform can be varied in terms of pulse length, frequency bandwidth, and phase/amplitude. A matched filter, or correlation process, collapses the swept frequency modulated (FM) received signal into a pulse of short duration, maximizing the signal-to-noise-ratio. The reflected signal is received by a tuned transducer array that generates the outgoing acoustic energy. Chirps operate within a range of 400Hz - 24 kHz and are used for the first 20-30 metres of unconsolidated sediments.",1,false,2010-10-18 13:23:56.0
http://vocab.nerc.ac.uk/collection/L05/current/SBAG/,SDN:L05::SBAG,single-bubble airgun,"",Array of air gun tuned in order to obtain the necessary energy wile reducing the size of the air guns.,2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/392/,SDN:L05::392,colonisation substrata,substrates,"Natural or artificial materials deployed in a marine or artificial environment for a given period to act as standardised, passive settlement sampling devices (e.g. settlement plates). They are used to determine the extent of colonisation and/or the diversity of settled organisms.",1,false,2020-04-07 10:14:48.0
http://vocab.nerc.ac.uk/collection/L05/current/MOD04/,SDN:L05::MOD04,Ocean models,"",Numerical models the make predictions in the hydrosphere assuming that it is a closed system that doesn't interact with the atmosphere.,1,false,2012-07-16 14:15:37.0
http://vocab.nerc.ac.uk/collection/L05/current/155/,SDN:L05::155,seismic refraction systems,"",A network of seismometers or geophones plus an energy source that determine geologic structure by detecting waves refracted by subsurface layers.,1,false,2007-11-20 09:34:40.0
http://vocab.nerc.ac.uk/collection/L05/current/377/,SDN:L05::377,water level markers,"",Fixed physical markers that allow changes in the position of the boundary between a water body and the atmosphere by visible comparison against marked graduations in units of measurement of dimension length.,1,false,2010-04-22 15:16:00.0
http://vocab.nerc.ac.uk/collection/L05/current/358/,SDN:L05::358,bubble detectors,"",Instruments that measure the concentration and size of air bubbles in the water column.,1,false,2008-01-10 16:15:11.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB22/,SDN:L05::LAB22,gamma-ray spectrometers,"",Instruments measuring the relative levels of electromagnetic radiation of different wavelengths in the gamma-ray waveband.,2,false,2011-04-15 14:18:31.0
http://vocab.nerc.ac.uk/collection/L05/current/LAB26/,SDN:L05::LAB26,X-ray diffractometers,"",Instruments that identify crystalline solids by measuring the characteristic spaces between layers of atoms or molecules in a crystal.,1,false,2008-01-10 16:10:12.0
http://vocab.nerc.ac.uk/collection/L05/current/86/,SDN:L05::86,inorganic carbon analysers,"",Instruments measuring carbonate in sediments and inorganic carbon in the water column.,1,false,2016-10-03 14:55:30.0
http://vocab.nerc.ac.uk/collection/L05/current/54/,SDN:L05::54,rock dredges,"",A device dragged across the seabed designed to collect loose rock samples.,1,false,2007-11-20 08:50:03.0
http://vocab.nerc.ac.uk/collection/L05/current/131/,SDN:L05::131,CTD undulators,"","An undulating platform towed behind a ship carrying an instrument that measures temperature, conductivity and pressure (for depth) and possibly other instruments such as fluorometers. Current thinking is that this is a platform category and not an instrument category and so its inclusion in this vocabulary was an error. Its usage is not recommended.",2,false,2018-04-06 17:31:36.0
http://vocab.nerc.ac.uk/collection/L05/current/83/,SDN:L05::83,centrifuges,"",Devices that separate the liquid and solid phases of a sample through forces exerted by rapid rotation.,2,false,2013-02-26 17:11:07.0
http://vocab.nerc.ac.uk/collection/L05/current/MOD08/,SDN:L05::MOD08,Biological and biogeochemical models,"","Numerical models that make predictions of biological parameters, including ecosystem models.",1,false,2012-07-16 14:20:04.0
http://vocab.nerc.ac.uk/collection/L05/current/55/,SDN:L05::55,sediment settling tubes,"",A specialised water bottle that both collects water samples and provides a settling velocity experiment apparatus.,1,false,2007-11-20 08:50:03.0
