lot	lot_id	year	month	day	hour	minute	time_period	record_subtype	tow	region	lat.ddmm.ss	long.ddmm.ss	northing	easting	tag_id	tag_colour	tag_active	tag_applied	tag_recapture	sex	length_type	total_length	tlength_type	tail_length	width_type	maximum_width	swidth_type	spiracle_width	clength_type	clasper_length	clasper_development	alar_spines	alar_development	alar_rows	malar_spines	malar_development	midline	pelvic_thorns	eyespots	eyespots_large	eyespots_small	eyespots_number	whip	empty_full	cloaca_extruded	weight_est	weight_note	unadj_weight_kg	weight_kg	unadj_weight_lb	weight_lb	finclip	species_confirmed	species_dfo	depth	bottom_temperature	bottom_salinity	tide_height	cloud_cover	weather	temperature	capture_details	health_on_capture	health_on_release	contact	collector	notes	error_check	error_note	capture_event	
1	2015B_DPW55	2015	5	6	7	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	70.0	NA	NA	nearest 0.5 cm	45.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	none	Y	NA	NA	4	NA	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW55	2015	5	6	7	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	65.0	NA	NA	nearest 0.5 cm	41.0	NA	NA	nearest 0.5 cm	17.0	C	Y	mature	2	Y	mature	none	none	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW55	2015	5	6	7	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	62.0	NA	NA	nearest 0.5 cm	39.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	none	Y	NA	NA	2	NA	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW55	2015	5	6	7	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	68.0	NA	NA	nearest 0.5 cm	44.0	NA	NA	nearest 0.5 cm	16.0	C	Y	mature	3	Y	mature	none	none	Y	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW55	2015	5	6	7	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	64.0	NA	NA	nearest 0.5 cm	41.0	NA	NA	nearest 0.5 cm	16.0	C	Y	mature	2	Y	mature	none	none	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW55	2015	5	6	7	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	64.0	NA	NA	nearest 0.5 cm	40.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	none	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW55	2015	5	6	7	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	66.0	NA	NA	nearest 0.5 cm	42.0	NA	NA	nearest 0.5 cm	16.0	C	Y	mature	2	Y	mature	none	none	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW73	2015	5	7	19	0	pm	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	58.0	NA	NA	nearest 0.5 cm	37.5	NA	NA	nearest 0.5 cm	13.0	SC	Y	mature	1.5	Y	mature	partial	none	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2015B_DPW73	2015	5	7	19	0	pm	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	65.0	NA	NA	nearest 0.5 cm	42.0	NA	NA	nearest 0.5 cm	17.5	C	Y	mature	2	Y	mature	none	none	Y	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	NA	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	SKT0283	pink	Y	N	Y	F	nearest 0.5 cm	56.0	NA	NA	nearest 0.5 cm	33.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	none	Y	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	SKT0956	pink	Y	N	Y	M	nearest 0.5 cm	65.0	NA	NA	nearest 0.5 cm	41.0	NA	NA	nearest 0.5 cm	15.0	C	Y	mature	2	Y	mature	partial	none	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	51.0	NA	NA	nearest 0.5 cm	32.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	none	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	61.0	NA	NA	nearest 0.5 cm	39.5	NA	NA	nearest 0.5 cm	14.0	C	Y	mature	2	Y	mature	none	none	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	61.5	NA	NA	nearest 0.5 cm	37.0	NA	NA	nearest 0.5 cm	13.0	C	Y	mature	2	Y	mature	none	none	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	48.0	NA	NA	nearest 0.5 cm	30.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	none	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	40.5	NA	NA	nearest 0.5 cm	24.0	NA	NA	nearest 0.5 cm	2.0	P	NA	NA	NA	NA	NA	full	none	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	52.5	NA	NA	nearest 0.5 cm	33.0	NA	NA	nearest 0.5 cm	7.0	SC	Y	mature	1	Y	mature	full	none	Y	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	67.0	NA	NA	nearest 0.5 cm	45.0	NA	NA	nearest 0.5 cm	14.0	C	Y	mature	3	Y	mature	none	none	Y	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	45.0	NA	NA	nearest 0.5 cm	29.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	partial	none	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	61.0	NA	NA	nearest 0.5 cm	35.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	none	N	NA	NA	0	NA	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	59.0	NA	NA	nearest 0.5 cm	36.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	far	Y	NA	NA	2	NA	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	63.0	NA	NA	nearest 0.5 cm	39.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	none	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	nearest 0.5 cm	71.0	NA	NA	nearest 0.5 cm	46.0	NA	NA	nearest 0.5 cm	19.0	C	Y	mature	3	Y	mature	none	far	N	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	SKT0129	pink	Y	N	Y	M	nearest 0.5 cm	73.0	NA	NA	nearest 0.5 cm	47.5	NA	NA	nearest 0.5 cm	18.0	C	Y	mature	2.5	Y	mature	none	none	Y	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW56	2015	5	9	9	30	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	nearest 0.5 cm	64.0	NA	NA	nearest 0.5 cm	40.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	far	Y	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	NA	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	SKT0470	pink	Y	N	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	SKT0589	pink	Y	N	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	SKT2527	pink	Y	N	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	SKT1335	pink	Y	N	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW57	2015	5	13	1	0	am	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
1	2015B_DPW58	2015	5	13	13	30	pm	weir	NA	Avon Estuary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cloudy overcast and windy	NA	inside	alive	alive	Darren Porter	CW	NA	NA	NA	Y	
